arxiv,date,cites,title,authors,flags,sources,doi,abstract_400
1512.03333,2015-12-10,,Classical and quantum cosmology of minimal massive bigravity,F. Darabi; M. Mousavi,bimetric,arxiv:bimetric_recent,,In a Friedmann-Robertson-Walker (FRW) space-time background we study the classical cosmological models in the context of recently proposed theory of nonlinear minimal massive bigravity. We show that in the presence of perfect fluid the classical field equations acquire contribution from the massive graviton as a cosmological term which is positive or negative depending on the dynamical competition
1512.02131,2015-12-07,32,A general mass term for bigravity,"Cusin, Giulia; Durrer, Ruth; Guarato, Pietro; Motta, Mariele",bimetric,arxiv:bimetric_recent;arxiv:idlist_status;inspire:citing_1308.1647;inspire:citing_1404.0008;inspire:citing_1410.0207;inspire:citing_1503.07436,10.1088/1475-7516/2016/04/051,"We introduce a new formalism to study perturbations of Hassan-Rosen bigravity theory, around general backgrounds for the two dynamical metrics. In particular, we derive the general expression for the mass term of the perturbations and we explicitly compute it for cosmological settings. We study tensor perturbations in a specific branch of bigravity using this formalism. We show that the tensor sec"
1512.00021,2015-11-30,248,Recent developments in bimetric theory,"Schmidt-May, Angnis; von Strauss, Mikael","bimetric,ghost",arxiv:bimetric_recent;inspire:citing_1206.3852;inspire:citing_1308.1647;inspire:citing_1404.0008;inspire:citing_1407.4331;inspire:citing_1410.0207;inspire:citing_1503.07436;inspire:ft_higuchi_varying,10.1088/1751-8113/49/18/183001,"This review is dedicated to recent progress in the field of classical, interacting, massive spin-2 theories, with a focus on ghost-free bimetric theory. We will outline its history and its development as a nontrivial extension and generalisation of nonlinear massive gravity. We present a detailed discussion of the consistency proofs of both theories, before we review Einstein solutions to the bime"
,2015-11-21,0,"General Properties of Landscapes: Vacuum Structure, Dynamics and Statistics","Zukowski, Claire Elizabeth",,inspire:citing_1308.1647,,"Even the simplest extra-dimensional theory, when compactified, can lead to a vast and complex landscape. To make progress, it is useful to focus on generic features of landscapes and compactifications. In this work we will explore universal features and consequences of (i) vacuum structure, (ii) dynamics resulting from symmetry breaking, and (iii) statistical predictions for low-energy parameters "
1511.06776,2015-11-20,,Singular Accelerated Evolution in Massive $F(R)$ Bigravity,S. Nojiri; S. D. Odintsov; V. K. Oikonomou,bimetric,arxiv:bimetric_recent,,"The possibility to have singular accelerated evolution in the context of $F(R)$ bimetric gravity is investigated. Particularly, we study two singular models of cosmological evolution, one of which is a singular modified version of the Starobinsky $R^2$ inflation model. As we demonstrate, for both models in some cases, the slow-roll parameters become singular at the Type IV singularity, a fact that"
1511.02877,2015-11-09,15,Strong-coupling scales and the graph structure of multi-gravity theories,"Scargill, James H. C.; Noller, Johannes",,inspire:citing_1308.1647,10.1007/JHEP01(2016)029,"In this paper we consider how the strong-coupling scale, or perturbative cutoff, in a multi-gravity theory depends upon the presence and structure of interactions between the different fields. This can elegantly be rephrased in terms of the size and structure of the ‘theory graph’ which depicts the interactions in a given theory. We show that the question can be answered in terms of the properties"
1511.02164,2015-11-05,11,Mass-Varying Massive Gravity with k-essence,"Tannukij, Lunchakorn; Wongjun, Pitayuth",varying,inspire:citing_1206.3852,10.1140/epjc/s10052-015-3872-0,"For a large class of mass-varying massive-gravity models, the graviton mass cannot provide the late-time cosmic expansion of the universe due to its vanishing at late time. In this work, we propose a new class of mass-varying massive gravity models, in which the graviton mass varies according to a kinetic term of a k-essence field. By using a more general form of the fiducial metric, we found a so"
1511.01485,2015-11-04,27,Generalised matter couplings in massive bigravity,"Melville, Scott; Noller, Johannes","higuchi,bimetric",arxiv:bimetric_higuchi;arxiv:bimetric_recent;arxiv:higuchi_all;arxiv:idlist_2;arxiv:idlist_status;inspire:citing_1206.3852;inspire:citing_1308.1647,10.1007/JHEP01(2016)094,"We investigate matter couplings in massive bigravity. We find a new family of such consistent couplings, including and extending known consistent matter couplings, and we investigate their decoupling limits, ADM decompositions, Higuchi bounds and further aspects. We show that differences to previous known consistent couplings only arise beyond the Λ$_{3}$ decoupling limit and discuss the uniquenes"
1511.01108,2015-11-03,,Rotating (A)dS black holes in bigravity,Eloy Ayón-Beato; Daniel Higuita-Borja; Julio A. Méndez-Zavaleta,"bimetric,ghost",arxiv:bimetric_recent,,In this paper we explore the advantage of using the Kerr-Schild Ansatz in the search of analytic configurations to bigravity. It turns out that it plays a crucial role by providing means to straightforwardly calculate the square root matrix encoding the interaction terms between both gravities. We rederive in this spirit the Babichev-Fabbri family of asymptotically flat rotating black holes with t
1510.07551,2015-10-26,2,Bigravity from gradient expansion,"Yamashita, Yasuho; Tanaka, Takahiro","bimetric,scalar-coupled,ghost",arxiv:bimetric_scalar;inspire:citing_1308.1647;inspire:citing_1404.0008;inspire:citing_1407.4331;inspire:citing_1503.07436,10.1088/1475-7516/2016/05/011,"We discuss how the ghost-free bigravity coupled with a single scalar field can be derived from a braneworld setup. We consider DGP two-brane model without radion stabilization. The bulk configuration is solved for given boundary metrics, and it is substituted back into the action to obtain the effective four-dimensional action. In order to obtain the ghost-free bigravity, we consider the gradient "
1510.06759,2015-10-22,3,"The Effective Strength of Gravity, the Scale of Inflation (and how KK gravitons evade the Higuchi Bound)","Antoniadis, Ignatios; Patil, Subodh P.",higuchi,inspire:ft_genhiguchi,,"For any given momentum transfer, gravitational interactions have a strength set by a characteristic scale $M_*$ inferred from amplitudes calculated in an effective theory with a strong coupling scale $M_{**}$. These are in general different from each other and $M_{\rm pl}$, the macroscopic strength of gravity as determined by (laboratory scale) Cavendish experiments. During single field inflation,"
1509.05978,2015-09-20,15,Matter coupling in partially constrained vielbein formulation of massive gravity,"De Felice, Antonio; Gümrükçüoğlu, A. Emir; Heisenberg, Lavinia; Mukohyama, Shinji","gradient,ghost",inspire:citing_1206.3852;inspire:ft_higuchi_varying,10.1088/1475-7516/2016/01/003,We consider a consistent linear effective vielbein matter coupling without introducing the Boulware-Deser ghost in ghost-free massive gravity. This is achieved in the partially constrained vielbein formulation. We first introduce the formalism and prove the absence of ghost at all scales. As next we investigate the cosmological application of this coupling in this new formulation. We show that eve
1509.02096,2015-09-07,19,Perturbations of Cosmological and Black Hole Solutions in Massive gravity and Bi-gravity,"Kobayashi, Tsutomu; Siino, Masaru; Yamaguchi, Masahide; Yoshida, Daisuke",bimetric,inspire:citing_1206.3852;inspire:citing_1404.0008;inspire:citing_1407.4331;inspire:citing_1410.0207,10.1093/ptep/ptw145,"We investigate perturbations of a class of spherically symmetric solutions in massive gravity and bi-gravity. The background equations of motion for the particular class of solutions we are interested in reduce to a set of the Einstein equations with a cosmological constant. Thus, the solutions in this class include all the spherically symmetric solutions in general relativity, such as the Friedma"
1508.05864,2015-08-21,31,New massive bigravity cosmologies with double matter coupling,"Lagos, Macarena; Noller, Johannes","bimetric,ghost",arxiv:bimetric_recent;inspire:citing_1308.1647;inspire:citing_1404.0008;inspire:citing_1407.4331;inspire:citing_1410.0207;inspire:citing_1503.07436,10.1088/1475-7516/2016/01/023,"We study a previously largely unexplored branch of homogeneous and isotropic background solutions in ghost-free massive bigravity with consistent double matter coupling. For a certain family of parameters we find `self-inflated' FLRW cosmologies, i.e. solutions with an accelerated early-time period during the radiation-dominated era. In addition, these solutions also display an accelerated late-ti"
1508.03246,2015-08-13,10,Novel nonlinear kinetic terms for gravitons,"Li, Wenliang","bimetric,ghost",inspire:citing_1308.1647,10.1103/PhysRevD.94.064078,"A set of novel derivative terms for spin-2 fields are proposed. They are the wedge products of curvature two-forms and vielbeins. In this work, we investigate the properties of novel two-derivative terms in the context of bigravity. Based on a minisuperspace analysis, we identify a large class of bigravity models where the Boulware-Deser ghost could be absent. We give a new perspective that Weyl g"
1507.06922,2015-07-24,26,Vector and tensor contributions to the curvature perturbation at second order,"Carrilho, Pedro; Malik, Karim A.",,inspire:citing_1404.0008,10.1088/1475-7516/2016/02/021,"We derive the evolution equation for the second order curvature perturbation using standard techniques of cosmological perturbation theory. We do this for different definitions of the gauge invariant curvature perturbation, arising from different splits of the spatial metric, and compare the expressions. The results are valid at all scales and include all contributions from scalar, vector and tens"
1507.06540,2015-07-23,28,Extended Weyl Invariance in a Bimetric Model and Partial Masslessness,"Hassan, S.F.; Schmidt-May, Angnis; von Strauss, Mikael","bimetric,ghost",inspire:ft_higuchi_varying,10.1088/0264-9381/33/1/015011,"We revisit a particular ghost-free bimetric model which is related to both partial masslessness (PM) and conformal gravity. Linearly, the model propagates six instead of seven degrees of freedom not only around de Sitter but also around flat spacetime. Nonlinearly, the equations of motion can be recast in the form of expansions in powers of curvatures, and exhibit a remarkable amount of structure."
1507.02802,2015-07-10,,Bimetric gravity and dark matter,Laura Bernard; Luc Blanchet; Lavinia Heisenberg,"bimetric,ghost",arxiv:bimetric_recent,,"We review some recent proposals for relativistic models of dark matter in the context of bimetric gravity. The aim is to solve the problems of cold dark matter (CDM) at galactic scales, and to reproduce the phenomenology of the modified Newtonian dynamics (MOND), while still being in agreement with the standard cosmological model $Λ$-CDM at large scales. In this context a promising alternative is "
1507.00912,2015-07-03,52,"On stars, galaxies and black holes in massive bigravity","Enander, Jonas; Mortsell, Edvard",bimetric,inspire:citing_1308.1647;inspire:citing_1404.0008;inspire:citing_1407.4331;inspire:citing_1410.0207;inspire:citing_1503.07436,10.1088/1475-7516/2015/11/023,"In this paper we study the phenomenology of stars and galaxies in massive bigravity. We give parameter conditions for the existence of viable star solutions when the radius of the star is much smaller than the Compton wavelength of the graviton. If these parameter conditions are not met, we constrain the ratio between the coupling constants of the two metrics, in order to give viable conditions fo"
1506.09143,2015-06-30,,Bayesian evidence and predictivity of the inflationary paradigm,Giulia Gubitosi; Macarena Lagos; Joao Magueijo; Rupert Allison,bimetric,arxiv:bimetric_recent,,"In this paper we consider the issue of paradigm evaluation by applying Bayes' theorem along the following nested hierarchy of progressively more complex structures: i) parameter estimation (within a model), ii) model selection and comparison (within a paradigm), iii) paradigm evaluation. In such a hierarchy the Bayesian evidence works both as the posterior's normalization at a given level and as t"
1506.07262,2015-06-24,46,Phase transition of charged black holes in massive gravity through new methods,"Hendi, S.H.; Panahiyan, S.; Eslam Panah, B.; Momennia, M.",,inspire:citing_1308.1647,10.1002/andp.201600180,"Motivated by providing preliminary steps to understand the conception of quantum gravity, in this paper, we study the phase structure of a semiclassical gravitational system. We investigate the stability conditions and phase transition of charged black holes in massive gravity via canonical ensemble and geometrical thermodynamic approaches. We point out the effects of massive parameter on stabilit"
1506.04977,2015-06-16,41,Scalar instabilities in bimetric gravity: The Vainshtein mechanism and structure formation,"Mortsell, E.; Enander, J.",bimetric,arxiv:idlist_status;inspire:citing_1308.1647;inspire:citing_1404.0008;inspire:citing_1407.4331;inspire:citing_1410.0207;inspire:citing_1503.07436;inspire:t_bimetric_scalar,10.1088/1475-7516/2015/10/044,"We investigate the observational consequences of scalar instabilities in bimetric theory, under the assumption that the Vainshtein mechanism restores general relativity within a certain distance from gravitational sources. We argue that early time instabilities have a negligible impact on observed structures. Assuming that the instabilities affect sub-horizon density fluctuations, we constrain the"
1506.04543,2015-06-15,42,Stability of the Early Universe in Bigravity Theory,"Aoki, Katsuki; Maeda, Kei-ichi; Namba, Ryo","higuchi,gradient,bimetric,ghost",arxiv:bimetric_gradient;arxiv:bimetric_higuchi;arxiv:bimetric_recent;arxiv:higuchi_all;arxiv:idlist_status;arxiv:mg_higuchi_cosmo;inspire:citing_1404.0008;inspire:citing_1407.4331,10.1103/PhysRevD.92.044054,"We study the stability of a spherically symmetric perturbation around the flat Friedmann–Lemaître–Robertson–Walker spacetime in the ghost-free bigravity theory, retaining nonlinearities of the helicity-0 mode of the massive graviton. It has been known that, when the graviton mass is smaller than the Hubble parameter, homogeneous and isotropic spacetimes suffer from the Higuchi-type ghost or the gr"
1506.03446,2015-06-10,8,On extended symmetries for the Galileon,"Noller, Johannes; Sivanesan, Vishagan; von Strauss, Mikael",,inspire:citing_1308.1647,10.1103/PhysRevD.92.064009,"We investigate a large class of infinitesimal, but fully nonlinear in the field, transformations of the Galileon and search for extended symmetries. The transformations involve powers of the coordinates x and the field π up to any finite order N. Up to quadratic order the structure of these symmetry transformations is the unique generalization of both the infinitesimal version of the standard Gali"
1506.03225,2015-06-10,,Vacuum Persistence in Fierz-Pauli Theory on a Curved Background,Sungmin Hwang; Dennis Schimmel,higuchi,arxiv:higuchi_all;arxiv:mg_higuchi_cosmo,,"By explicitly constructing the Hilbert space, Higuchi showed that there is a lower bound on the mass of a minimally-coupled free spin-2 field on a curved background \cite{HiguchiBound}. Using the vacuum persistence amplitude, we show that this bound is modified by taking into account additional terms not prohibited by symmetry in the case of a maximally symmetric spacetime. This result can further"
1506.03047,2015-06-09,79,Phenomenology of dark energy: general features of large-scale perturbations,"Perenon, Louis; Piazza, Federico; Marinoni, Christian; Hui, Lam",scalar-coupled,inspire:citing_1308.1647,10.1088/1475-7516/2015/11/029,"We present a systematic exploration of dark energy and modified gravity models containing a single scalar field non-minimally coupled to the metric. Even though the parameter space is large, by exploiting an effective field theory (EFT) formulation and by imposing simple physical constraints such as stability conditions and (sub-)luminal propagation of perturbations, we arrive at a number of gener"
1506.01907,2015-06-01,76,The cosmic microwave background: the history of its experimental investigation and its significance for cosmology,"Durrer, Ruth",,inspire:citing_1308.1647,10.1088/0264-9381/32/12/124007,"This review describes the discovery of the cosmic microwave background (CMB) radiation in 1965 and its impact on cosmology in the 50 years that followed. This discovery established the big bang model of the Universe, and the analysis of its fluctuations has confirmed the idea of inflation and led to the present era of precision cosmology. I discuss the evolution of cosmological perturbations and t"
1506.00666,2015-06-01,32,Cutoff for Extensions of Massive Gravity and Bi-Gravity,"Matas, Andrew","bimetric,ghost",inspire:citing_1404.0008;inspire:citing_1407.4331;inspire:citing_1410.0207,10.1088/0264-9381/33/7/075004,"Recently there has been interest in extending ghost-free massive gravity, bi-gravity, and multi-gravity by including non-standard kinetic terms and matter couplings. We first review recent proposals for this class of extensions, emphasizing how modifications of the kinetic and potential structure of the graviton and modifications of the coupling to matter are related. We then generalize existing n"
1505.05146,2015-05-19,44,Dipolar Dark Matter with Massive Bigravity,"Blanchet, Luc; Heisenberg, Lavinia","bimetric,ghost",arxiv:bimetric_recent;inspire:citing_1206.3852;inspire:citing_1404.0008;inspire:citing_1503.07436;inspire:ft_higuchi_varying,10.1088/1475-7516/2015/12/026,"Massive gravity theories have been developed as viable IR modifications of gravity motivated by dark energy and the problem of the cosmological constant. On the other hand, modified gravity and modified dark matter theories were developed with the aim of solving the problems of standard cold dark matter at galactic scales. Here we propose to adapt the framework of ghost-free massive bigravity theo"
1505.02966,2015-05-12,,More on effective composite metrics,Lavinia Heisenberg,bimetric,arxiv:bimetric_recent,,"In this work we study different classes of effective composite metrics proposed in the context of one-loop quantum corrections in bimetric gravity. For this purpose we consider contributions of the matter loops in form of cosmological constants and potential terms yielding two types of effective composite metrics. This guarantees a nice behaviour at the quantum level. However, the theoretical cons"
1505.01450,2015-05-06,73,Vielbein to the rescue? Breaking the symmetric vielbein condition in massive gravity and multigravity,"de Rham, Claudia; Tolley, Andrew J.",ghost,inspire:citing_1308.1647,10.1103/PhysRevD.92.024024,Nonminimal matter couplings have recently been considered in the context of massive gravity and multigravity. These couplings are free of the Boulware-Deser ghost in the decoupling limit and can thus be considered within an effective field theory setup. Beyond the decoupling limit the ghost was shown to reemerge in the metric formulation of the theory. Recently it was argued that this pathology is
1505.01091,2015-05-05,31,Inflationary perturbations in bimetric gravity,"Cusin, Giulia; Durrer, Ruth; Guarato, Pietro; Motta, Mariele","bimetric,scalar-coupled",arxiv:bimetric_recent;inspire:citing_1206.3852;inspire:citing_1308.1647;inspire:citing_1404.0008;inspire:citing_1407.4331;inspire:citing_1410.0207;inspire:citing_1503.07436,10.1088/1475-7516/2015/09/043,In this paper we study the generation of primordial perturbations in a cosmological setting of bigravity during inflation. We consider a model of bigravity which can reproduce the ΛCDM background and large scale structure and a simple model of inflation with a single scalar field and a quadratic potential. Reheating is implemented with a toy-model in which the energy density of the inflaton is ent
1505.00840,2015-05-04,,Hamiltonian cosmology in bigravity and massive gravity,Vladimir O. Soloviev,"bimetric,ghost",arxiv:bimetric_recent,,"In the Hamiltonian language we provide a study of flat-space cosmology in bigravity and massive gravity constructed mostly with de Rham, Gabadadze, Tolley (dRGT) potential. It is demonstrated that the Hamiltonian methods are powerful not only in proving the absence of the Boulware-Deser ghost, but also in solving other problems. The purpose of this work is to give an introduction both to the Hamil"
1505.00404,2015-05-03,43,Mild bounds on bigravity from primordial gravitational waves,"Fasiello, Matteo; Ribeiro, Raquel H.",bimetric,arxiv:bimetric_recent;inspire:citing_1206.3852;inspire:citing_1308.1647;inspire:citing_1404.0008;inspire:citing_1407.4331;inspire:citing_1410.0207;inspire:ft_higuchi_varying,10.1088/1475-7516/2015/07/027,"If the amplitude of primordial gravitational waves is measured in the near-future, what could it tell us about bigravity? To address this question, we study massive bigravity theories by focusing on a region in parameter space which is safe from known instabilities. Similarly to investigations on late time constraints, we implicitly assume there is a successful implementation of the Vainshtein mec"
1505.00338,2015-05-02,2,Cosmology and stability in scalar tensor bigravity with non-minimal kinetic coupling gravity,"Darabi, F.; Mousavi, M.","bimetric,scalar-coupled",inspire:t_bimetric_scalar,10.1088/1475-7516/2015/08/009,"We generalize the scalar tensor bigravity models to the non-minimal kinetic coupling scalar tensor bigravity models with two scalar fields whose kinetic terms are non-minimally coupled to two Einstein tensors constructed by two metrics. We show that a broad class of expanding universes can be explained by some solutions of this model. Then, we study the stability issue of the solutions by means of"
1505.00743,2015-04-30,9,A Cosmological Study in Massive Gravity theory,"Pan, Supriya; Chakraborty, Subenoy",,inspire:citing_1206.3852,10.1016/j.aop.2015.04.003,"A detailed study of the various cosmological aspects in massive gravity theory has been presented in the present work. For the homogeneous and isotropic FLRW model, the deceleration parameter has been evaluated, and, it has been examined whether there is any transition from deceleration to acceleration in recent past, or not. With the proper choice of the free parameters, it has been shown that th"
1504.04969,2015-04-20,10,Primordial Gravitational Waves in Bimetric Gravity,"Sakakihara, Yuki; Soda, Jiro",bimetric,inspire:citing_1206.3852;inspire:citing_1404.0008;inspire:citing_1407.4331;inspire:citing_1410.0207,10.1088/1475-7516/2015/09/015,"We study primordial tensor power-spectra generated during inflation in bimetric gravity. More precisely, we examine a homogeneous expanding spacetime in a minimal bimetric model with an inflaton and calculate tensor perturbations on the homogeneous background under slow-roll approximation. In terms of the mass eigenstates, only the power-spectrum of the massless state remains constant and both the"
1504.04623,2015-04-17,856,Cosmological Tests of Modified Gravity,"Koyama, Kazuya",bimetric,arxiv:bimetric_recent;inspire:citing_1407.4331;inspire:citing_1410.0207,10.1088/0034-4885/79/4/046902,"We review recent progress in the construction of modified gravity models as alternatives to dark energy as well as the development of cosmological tests of gravity. Einstein’s theory of general relativity (GR) has been tested accurately within the local universe i.e. the Solar System, but this leaves the possibility open that it is not a good description of gravity at the largest scales in the Uni"
1504.04382,2015-04-16,52,"Massive graviton on arbitrary background: derivation, syzygies, applications","Bernard, Laura; Deffayet, Cedric; von Strauss, Mikael",ghost,inspire:citing_1308.1647,10.1088/1475-7516/2015/06/038,"We give the detailed derivation of the fully covariant form of the quadratic action and the derived linear equations of motion for a massive graviton in an arbitrary background metric (which were presented in arXiv:1410.8302 [hep-th]). Our starting point is the de Rham-Gabadadze-Tolley (dRGT) family of ghost free massive gravities and using a simple model of this family, we are able to express thi"
1504.04050,2015-04-15,19,Aspects of Infrared Non-local Modifications of General Relativity,"Mitsou, Ermis",,inspire:citing_1410.0207,10.1007/978-3-319-31729-8,"Le sujet de recherche abordé dans cette thèse concerne le problème de l'énergie sombre en cosmologie, cette forme d'énergie encore non-identifiée qui domine actuellement la dynamique de notre univers. Nous considérons l'éventualité que ce soit une modification non-locale de la théorie de la Relativité Générale qui soit à l'origine de cet effet. Inspirés par la théorie de gravité massive, nous cons"
1504.00870,2015-04-03,,Dark Matter via Massive (bi-)Gravity,Luc Blanchet; Lavinia Heisenberg,"bimetric,ghost",arxiv:bimetric_recent,,"In this work we investigate the existence of relativistic models for dark matter in the context of bimetric gravity, used here to reproduce the modified Newtonian dynamics (MOND) at galactic scales. For this purpose we consider two different species of dark matter particles that separately couple to the two metrics of bigravity. These two sectors are linked together \textit{via} an internal $U(1)$"
1508.06859,2015-04,22,Cosmology Beyond Einstein,"Solomon, Adam Ross",bimetric,arxiv:bimetric_recent;arxiv:bimetric_scalar;inspire:citing_1206.3852;inspire:citing_1308.1647;inspire:citing_1404.0008;inspire:citing_1407.4331;inspire:citing_1410.0207,10.1007/978-3-319-46621-7,"This thesis investigates the theoretical and cosmological implications of modifying Einstein's theory of general relativity. It explores two classes of modifications to gravity: those in which the graviton is given a small mass, and those in which Lorentz invariance is spontaneously broken. It elucidates the nature of cosmological perturbations in theories of massive bimetric gravity, including a "
1503.07436,2015-03-25,65,Higuchi Ghosts and Gradient Instabilities in Bimetric Gravity,"Könnig, Frank","higuchi,gradient,bimetric,ghost",arxiv:bimetric_gradient;arxiv:bimetric_higuchi;arxiv:bimetric_recent;arxiv:higuchi_all;arxiv:mg_higuchi_cosmo;inspire:abs_higuchi_bimetric;inspire:citing_1206.3852;inspire:citing_1308.1647;inspire:citing_1404.0008;inspire:citing_1407.4331;inspire:citing_1410.0207;inspire:ft_genhiguchi,10.1103/PhysRevD.91.104019,"Bimetric gravity theories allow for many different types of cosmological solutions, but not all of them are theoretically allowed. In this work we discuss the conditions to satisfy the Higuchi bound and to avoid gradient instabilities in the scalar sector at the linear level. We find that in expanding universes the ratio of the scale factors of the reference and observable metric has to increase a"
1503.07521,2015-03-25,180,Bimetric gravity is cosmologically viable,"Akrami, Yashar; Hassan, S.F.; Könnig, Frank; Schmidt-May, Angnis",bimetric,arxiv:bimetric_recent;arxiv:idlist_status;inspire:citing_1206.3852;inspire:citing_1308.1647;inspire:citing_1404.0008;inspire:citing_1407.4331;inspire:citing_1410.0207;inspire:citing_1503.07436,10.1016/j.physletb.2015.06.062,"Bimetric theory describes gravitational interactions in the presence of an extra spin-2 field. Previous work has suggested that its cosmological solutions are generically plagued by instabilities. We show that by taking the Planck mass for the second metric, Mf , to be small, these instabilities can be pushed back to unobservably early times. In this limit, the theory approaches general relativity"
1503.07529,2015-03-25,107,Black holes in massive gravity,"Babichev, Eugeny; Brito, Richard","bimetric,ghost",inspire:citing_1308.1647,10.1088/0264-9381/32/15/154001,"We review the black hole (BH) solutions of the ghost-free massive gravity theory and its bimetric extension, and outline the main results on the stability of these solutions against small perturbations. Massive (bi)-gravity accommodates exact BH solutions, analogous to those of general relativity (GR). In addition to these solutions, hairy BHs—solutions with no correspondent in GR—have been found "
1503.05560,2015-03-18,31,Tensor Modes in Bigravity: Primordial to Present,"Johnson, Matthew; Terrana, Alexandra",bimetric,arxiv:bimetric_recent;inspire:citing_1407.4331;inspire:citing_1410.0207;inspire:ft_genhiguchi,10.1103/PhysRevD.92.044001,"Massive bigravity, a theoretically consistent modification of general relativity with an additional dynamical rank-two tensor, successfully describes the observed accelerated expansion of the Universe without a cosmological constant. Recent analyses of perturbations around a cosmological background have revealed power law instabilities in both scalar and tensor perturbations, motivating an analysi"
1702.05372,2015-03-13,4,A study of universal thermodynamics in massive gravity: modified entropy on the horizons,"Saha, Subhajit; Mitra, Saugata; Chakraborty, Subenoy",,inspire:citing_1206.3852,10.1007/s10714-015-1877-5,"Universal thermodynamics for FRW model of the Universe bounded by apparent/event horizon has been considered for massive gravity theory. Assuming Hawking temperature and using the unified first law of thermodynamics on the horizon, modified entropy on the horizon has been determined. For simple perfect fluid with constant equation of state, generalized second law of thermodynamics and thermodynami"
,2015-03-11,0,Observational constraints on modified gravity models,"Taddei, Laura",scalar-coupled,inspire:citing_1407.4331,,"In the first part of this Thesis, we study the gravitational clustering of spherically symmetric overdensities and the statistics of the resulting dark matter haloes in the symmetron model, in which a new long range force is mediated by a Z2 symmetric scalar field. Depending on the initial radius of the overdensity, we identify two distinct regimes: for small initial radii the symmetron mediated f"
1503.02811,2015-03-10,0,Cosmological Solution Moduli of Bigravity,"Yılmaz, Nejat Tevfik","bimetric,ghost",arxiv:bimetric_recent;inspire:citing_1308.1647;inspire:citing_1404.0008;inspire:citing_1407.4331,10.1088/1475-7516/2015/09/062,"We construct the complete set of metric-configuration solutions of the ghost-free massive bigravity for the scenario in which the g−metric is the Friedmann-Lemaitre-Robertson-Walker (FLRW) one, and the interaction Lagrangian between the two metrics contributes an effective ideal fluid energy-momentum tensor to the g-metric equations. This set corresponds to the exact background cosmological soluti"
1503.03042,2015-03-10,10,De Sitter vacua in ghost-free massive gravity theory,"Mazuet, Charles; Volkov, Mikhail S.",ghost,inspire:citing_1404.0008;inspire:citing_1407.4331,10.1016/j.physletb.2015.10.012,"We present a simple procedure to obtain a large class of different versions of the de Sitter solution in the ghost-free massive gravity theory via applying the Gordon ansatz. For these solutions the physical metric describes a hyperboloid in 5D Minkowski space, while the flat reference metric depends on the Stuckelberg field T(t,r) subject to (∂tT)2−(∂rT)2=1 . This equation admits infinitely many "
1503.02700,2015-03-09,28,"The decoupling limit of Multi-Gravity: Multi-Galileons, Dualities and More","Noller, Johannes; Scargill, James H. C.",scalar-coupled,inspire:citing_1308.1647,10.1007/JHEP05(2015)034,"In this paper we investigate the decoupling limit of a particular class of multi-gravity theories, i.e. of theories of interacting spin-2 fields. We explicitly compute the interactions of helicity-0 modes in this limit, showing that they take on the form of multi- Galileons and dual forms. In the process we extend the recently discovered Galileon dualities, deriving a set of new multi-Galileon dua"
1503.02490,2015-03-09,38,Surfing gravitational waves: can bigravity survive growing tensor modes?,"Amendola, Luca; Könnig, Frank; Martinelli, Matteo; Pettorino, Valeria",bimetric,arxiv:bimetric_recent;inspire:citing_1404.0008;inspire:citing_1407.4331;inspire:citing_1410.0207,10.1088/1475-7516/2015/05/052,"The theory of bigravity offers one of the simplest possibilities to describe a massive graviton while having self-accelerating cosmological solutions without a cosmological constant. However, it has been shown recently that bigravity is affected by early-time fast growing modes on the tensor sector. Here we argue that we can only trust the linear analysis up to when perturbations are in the linear"
1502.07691,2015-02-26,6,Covariant expansion of the gravitational Stückelberg trick,"Gao, Xian",,inspire:citing_1308.1647,10.1103/PhysRevD.91.094001,"A new approach to expanding the “Stückelbergized” fiducial metric in a covariant manner is developed. The idea is to consider the curved 4-dimensional space as a codimension-one hypersurface embedded in a 5-dimensional Minkowski bulk, in which the 5-dimensional Goldstone modes can be defined as usual. After solving one constraint among the five 5-dimensional Goldstone modes and projecting to the 4"
1502.08018,2015-02-24,12,Extended DBI massive gravity with generalized fiducial metric,"Chullaphan, Tossaporn; Tannukij, Lunchakorn; Wongjun, Pitayuth",ghost,inspire:citing_1206.3852;inspire:ft_higuchi_varying,10.1007/JHEP06(2015)038,"We consider an extended model of DBI massive gravity by generalizing the fiducial metric to be an induced metric on the brane corresponding to a domain wall moving in five-dimensional Schwarzschild-Anti-de Sitter spacetime. The model admits all solutions of FLRW metric including flat, closed and open geometries while the original one does not. The background solutions can be divided into two branc"
1502.06872,2015-02-24,146,Astrophysical Probes of the Vainshtein Mechanism: Stars and Galaxies,"Koyama, Kazuya; Sakstein, Jeremy",ghost,inspire:citing_1407.4331;inspire:citing_1410.0207,10.1103/PhysRevD.91.124066,Ghost-free theories beyond the Horndeski class exhibit a partial breaking of the Vainshtein mechanism inside nonrelativistic sources of finite extent. We exploit this breaking to identify new and novel astrophysical probes of these theories. Nonrelativistic objects feel a gravitational force that is weaker than that predicted by general relativity. The new equation of hydrostatic equilibrium is de
